legacy_version	legacy_path	disposition	aggregate_owner_task	aggregate_replacement_paths	mapping_rule
20261016090200	db/migrations/inventory/V20261016090200__inventory_create_stock_value_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016090300	db/migrations/inventory/V20261016090300__inventory_create_variance_splits.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016090400	db/migrations/inventory/V20261016090400__inventory_create_stock_qty_balances.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016090500	db/migrations/inventory/V20261016090500__inventory_create_stock_value_balances.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016090600	db/migrations/inventory/V20261016090600__inventory_create_variance_coverage_balances.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016090700	db/migrations/inventory/V20261016090700__inventory_create_serial_states.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016090800	db/migrations/inventory/V20261016090800__inventory_create_movement_serials.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016090900	db/migrations/inventory/V20261016090900__inventory_create_replenishment_policies.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016091000	db/migrations/inventory/concurrent/V20261016091000__inventory_create_report_indexes.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016091100	db/migrations/inventory/V20261016091100__inventory_backfill_append_only_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261016091200	db/migrations/inventory/V20261016091200__inventory_create_dataset_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261017090000	db/migrations/cpq/V20261017090000__cpq_create_price_authorities.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/cpq/V20261025092230__cpq_create_release_breadth.sql	DOMAIN_CPQ_V1
20261017090100	db/migrations/clm/V20261017090100__clm_create_contract_types.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090200	db/migrations/clm/V20261017090200__clm_create_contract_templates.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090300	db/migrations/clm/V20261017090300__clm_create_clauses.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090400	db/migrations/clm/V20261017090400__clm_create_contracts.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090500	db/migrations/clm/V20261017090500__clm_create_contract_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090600	db/migrations/clm/V20261017090600__clm_create_contract_terms.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090700	db/migrations/clm/V20261017090700__clm_create_contract_milestones.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090800	db/migrations/clm/V20261017090800__clm_create_contract_obligations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017090900	db/migrations/clm/V20261017090900__clm_create_contract_payment_schedules.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091000	db/migrations/clm/V20261017091000__clm_create_contract_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091100	db/migrations/clm/V20261017091100__clm_create_contract_annotations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091200	db/migrations/clm/V20261017091200__clm_create_contract_versions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091300	db/migrations/clm/V20261017091300__clm_create_contract_approvals.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091400	db/migrations/clm/V20261017091400__clm_create_signature_requests.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091500	db/migrations/clm/V20261017091500__clm_create_signature_events.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091600	db/migrations/clm/V20261017091600__clm_create_seal_usages.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091700	db/migrations/clm/V20261017091700__clm_create_contract_derivations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091800	db/migrations/clm/V20261017091800__clm_create_contract_validations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017091900	db/migrations/clm/V20261017091900__clm_create_contract_merge_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017092000	db/migrations/clm/V20261017092000__clm_create_reminder_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017092100	db/migrations/clm/V20261017092100__clm_create_dataset_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261017092200	db/migrations/sales/V20261017092200__sales_create_credit_policies.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017092300	db/migrations/sales/V20261017092300__sales_create_customer_credit_controls.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017092400	db/migrations/sales/V20261017092400__sales_create_sales_orders.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017092500	db/migrations/sales/V20261017092500__sales_create_sales_order_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017092600	db/migrations/sales/V20261017092600__sales_create_delivery_schedules.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017092700	db/migrations/sales/V20261017092700__sales_create_delivery_confirmations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017092800	db/migrations/sales/V20261017092800__sales_create_delivery_confirmation_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017092900	db/migrations/sales/V20261017092900__sales_create_sales_order_versions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093000	db/migrations/sales/V20261017093000__sales_create_sales_order_changes.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093100	db/migrations/sales/V20261017093100__sales_create_sales_returns.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093200	db/migrations/sales/V20261017093200__sales_create_return_line_delivery_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093300	db/migrations/sales/V20261017093300__sales_create_exchange_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093400	db/migrations/sales/V20261017093400__sales_create_order_validations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093500	db/migrations/sales/V20261017093500__sales_create_credit_exposure_view.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093600	db/migrations/sales/V20261017093600__sales_create_dataset_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093630	db/migrations/sales/V20261017093630__sales_backfill_append_only_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261017093700	db/migrations/clm/V20261017093700__clm_add_cross_schema_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/clm/V20261025090900__clm_create_contracting.sql;db/migrations/clm/V20261025092240__clm_extend_release_breadth.sql	DOMAIN_CLM_V1
20261018090000	db/migrations/procure/V20261018090000__procure_create_supplier_admissions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090100	db/migrations/procure/V20261018090100__procure_create_supplier_quality_records.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090200	db/migrations/procure/V20261018090200__procure_create_purchase_requisitions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090300	db/migrations/procure/V20261018090300__procure_create_purchase_orders.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090400	db/migrations/procure/V20261018090400__procure_create_purchase_order_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090500	db/migrations/procure/V20261018090500__procure_create_purchase_order_line_batches.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090600	db/migrations/procure/V20261018090600__procure_create_purchase_order_payment_plans.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090700	db/migrations/procure/V20261018090700__procure_create_goods_receipts.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090800	db/migrations/procure/V20261018090800__procure_create_goods_receipt_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018090900	db/migrations/procure/V20261018090900__procure_create_goods_receipt_line_serials.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091000	db/migrations/procure/V20261018091000__procure_create_goods_receipt_line_costings.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091100	db/migrations/procure/V20261018091100__procure_create_receipt_rejections.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091200	db/migrations/procure/V20261018091200__procure_create_purchase_returns.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091300	db/migrations/procure/V20261018091300__procure_create_purchase_return_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091400	db/migrations/procure/V20261018091400__procure_create_purchase_return_line_serials.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091500	db/migrations/procure/V20261018091500__procure_create_payment_requests.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091600	db/migrations/procure/V20261018091600__procure_create_payment_request_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091700	db/migrations/procure/V20261018091700__procure_create_payable_reservations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091800	db/migrations/procure/V20261018091800__procure_create_purchase_order_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018091900	db/migrations/procure/V20261018091900__procure_create_goods_receipt_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018092000	db/migrations/procure/V20261018092000__procure_create_purchase_return_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018092100	db/migrations/procure/V20261018092100__procure_create_payment_request_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018092200	db/migrations/procure/V20261018092200__procure_create_receipt_rejection_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018092300	db/migrations/procure/V20261018092300__procure_backfill_append_only_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261018092400	db/migrations/portal/V20261018092400__portal_create_supplier_portal_users.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018092500	db/migrations/portal/V20261018092500__portal_create_delivery_notices.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018092600	db/migrations/portal/V20261018092600__portal_create_delivery_notice_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018092700	db/migrations/portal/V20261018092700__portal_create_delivery_notice_line_serials.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018092800	db/migrations/portal/V20261018092800__portal_create_delivery_notice_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018092900	db/migrations/portal/V20261018092900__portal_create_supplier_invoice_uploads.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018093000	db/migrations/portal/V20261018093000__portal_create_supplier_invoice_upload_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018093100	db/migrations/portal/V20261018093100__portal_create_supplier_invoice_upload_attachments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261018093200	db/migrations/procure/V20261018093200__procure_add_portal_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261019090000	db/migrations/invoice/V20261019090000__invoice_create_tax_rate_options.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090100	db/migrations/invoice/V20261019090100__invoice_create_invoice_applications.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090200	db/migrations/invoice/V20261019090200__invoice_create_invoice_application_link_tables.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090300	db/migrations/invoice/V20261019090300__invoice_create_invoice_number_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090400	db/migrations/invoice/V20261019090400__invoice_create_sales_invoices.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090500	db/migrations/invoice/V20261019090500__invoice_create_sales_invoice_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090600	db/migrations/invoice/V20261019090600__invoice_create_invoice_reversals.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090700	db/migrations/invoice/V20261019090700__invoice_create_invoice_reversal_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090800	db/migrations/invoice/V20261019090800__invoice_create_purchase_invoices.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090830	db/migrations/portal/V20261019090830__portal_add_invoice_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/portal/V20261025092200__portal_create_identity_and_customization.sql	DOMAIN_PORTAL_V1
20261019090900	db/migrations/invoice/V20261019090900__invoice_create_purchase_invoice_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019090910	db/migrations/inventory/V20261019090910__inventory_add_invoice_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_INVENTORY_V1
20261019090930	db/migrations/procure/V20261019090930__procure_add_invoice_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261019091000	db/migrations/invoice/V20261019091000__invoice_create_invoice_receipt_plan_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
