schema_name	component_kind	owner_task	shape_profile	subject_id_field	item_ref	config_schema	explicit_field_set
EquipmentAcceptedV1	RESULT	F57-21	ACCEPTED_V1	equipment_id	NONE	NONE	NONE
EquipmentChangeRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	equipment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
EquipmentChangeStatusRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	equipment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
EquipmentCreateFromDeliveryRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	equipment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
EquipmentCreateRequestV1	PAYLOAD	F57-21	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
EquipmentGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	equipment_id	NONE	NONE	NONE
EquipmentListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
EquipmentPageV1	RESULT	F57-21	PAGE_V1	NONE	EquipmentViewV1	NONE	NONE
EquipmentUpdateWarrantyRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	equipment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
EquipmentViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	equipment_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
EquipmentWorkOrderListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ExpenseAcceptedV1	RESULT	F57-21	ACCEPTED_V1	expense_id	NONE	NONE	NONE
ExpenseCorrectRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	expense_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ExpenseCreateRequestV1	PAYLOAD	F57-21	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
ExpenseListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ExpensePageV1	RESULT	F57-21	PAGE_V1	expense_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
ExpenseSubmitRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	expense_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ExternalIdentityLinkChangedV1	RESULT	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	link_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ
ExternalIdentityLinkCreateRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	provider_id:ENTITY_ID:REQ;external_subject_digest:SHA256:REQ;user_id:ENTITY_ID:REQ;link_proof_id:ENTITY_ID:REQ
ExternalIdentityLinkGetQueryV1	PAYLOAD	F57-23	GET_BY_ID_V1	link_id	NONE	NONE	NONE
ExternalIdentityLinkListQueryV1	PAYLOAD	F57-23	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ExternalIdentityLinkPageV1	RESULT	F57-23	PAGE_V1	NONE	ExternalIdentityLinkViewV1	NONE	NONE
ExternalIdentityLinkRevokeRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	link_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;reason:STRING_1_4096:REQ
ExternalIdentityLinkViewV1	RESULT	F57-23	VIEW_CONFIGURED_V1	link_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
FollowUpAcceptedV1	RESULT	F57-19	ACCEPTED_V1	follow_up_id	NONE	NONE	NONE
FollowUpCancelRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	follow_up_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
FollowUpCompleteRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	follow_up_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
FollowUpCorrectRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	follow_up_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
FollowUpPlanRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	follow_up_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
FollowUpRescheduleRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	follow_up_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
GenerationActivateRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	generation_id:U64_POS:REQ;expected_row_version:ROW_VERSION:REQ
GenerationApprovalRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	generation_id:U64_POS:REQ;expected_row_version:ROW_VERSION:REQ;decision:ENUM(APPROVE|REJECT):REQ;evidence_refs:EVIDENCE_REF_SET:REQ
GenerationChangedV1	RESULT	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	generation_id:U64_POS:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ;generation_digest:SHA256:REQ
GenerationCreateRequestV1	PAYLOAD	F57-16	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
GenerationDiffQueryV1	PAYLOAD	F57-16	EXECUTE_QUERY_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
GenerationDiffViewV1	RESULT	F57-16	VIEW_CONFIGURED_V1	generation_diff_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
GenerationPageV1	RESULT	F57-16	PAGE_V1	NONE	GenerationViewV1	NONE	NONE
GenerationRollbackRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	target_generation_id:U64_POS:REQ;expected_row_version:ROW_VERSION:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
GenerationSubmitRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	generation_id:U64_POS:REQ;expected_row_version:ROW_VERSION:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
GenerationViewV1	RESULT	F57-16	VIEW_CONFIGURED_V1	generation_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
GoodsReceiptAcceptedV1	RESULT	F57-20	ACCEPTED_V1	goods_receipt_id	NONE	NONE	NONE
GoodsReceiptChangeDraftRequestV1	PAYLOAD	F57-20	PATCH_CONFIGURED_V1	goods_receipt_id	NONE	CONFIGURED_PATCH_VALUES_V1	NONE
GoodsReceiptCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
GoodsReceiptGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	goods_receipt_id	NONE	NONE	NONE
GoodsReceiptListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
GoodsReceiptPageV1	RESULT	F57-20	PAGE_V1	NONE	GoodsReceiptViewV1	NONE	NONE
GoodsReceiptPostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	goods_receipt_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
GoodsReceiptViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	goods_receipt_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ImportProposalAcceptedV1	RESULT	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	proposal_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ
ImportProposalSubmitRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	published_attachment_ref:PUBLISHED_ATTACHMENT_REF:REQ;template_id:ENTITY_ID:REQ;template_version:SEMVER:REQ;proposal_sha256:SHA256:REQ;mode:ENUM(VALIDATE_ONLY|SUBMIT_FOR_APPROVAL):REQ
InventoryAvailabilityGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	inventory_availability_id	NONE	NONE	NONE
InventoryAvailabilityViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	inventory_availability_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
InventoryBalanceGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	inventory_balance_id	NONE	NONE	NONE
InventoryBalanceListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
InventoryBalancePageV1	RESULT	F57-20	PAGE_V1	NONE	InventoryBalanceViewV1	NONE	NONE
InventoryBalanceViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	inventory_balance_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
InventoryMovementListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
InventoryMovementPageV1	RESULT	F57-20	PAGE_V1	inventory_movement_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
InventoryValuationGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	inventory_valuation_id	NONE	NONE	NONE
InventoryValuationViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	inventory_valuation_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
InvoiceAcceptedV1	RESULT	F57-20	ACCEPTED_V1	invoice_id	NONE	NONE	NONE
InvoiceGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	invoice_id	NONE	NONE	NONE
InvoiceListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
InvoicePageV1	RESULT	F57-20	PAGE_V1	NONE	InvoiceViewV1	NONE	NONE
InvoiceViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	invoice_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
InvoiceVoidRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	invoice_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
LedgerCorrectionCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
LedgerCorrectionDecideRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	ledger_correction_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
LedgerCorrectionPostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	ledger_correction_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
LegalHoldAcceptedV1	RESULT	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	hold_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ
LegalHoldApprovalDecisionRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	hold_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;decision:ENUM(APPROVE|REJECT):REQ;evidence_refs:EVIDENCE_REF_SET:REQ
LegalHoldCreateRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	hold_id:ENTITY_ID:REQ;scope:SCOPE_AST:REQ;legal_basis:STRING_1_1024:REQ;retention_floor:UTC:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
LegalHoldGetQueryV1	PAYLOAD	F57-23	GET_BY_ID_V1	hold_id	NONE	NONE	NONE
LegalHoldListQueryV1	PAYLOAD	F57-23	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
LegalHoldPageV1	RESULT	F57-23	PAGE_V1	NONE	LegalHoldViewV1	NONE	NONE
LegalHoldReleaseDecisionRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	hold_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;decision:ENUM(RELEASE|KEEP_ACTIVE):REQ;evidence_refs:EVIDENCE_REF_SET:REQ
LegalHoldReleaseRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	hold_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
LegalHoldTransitionRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	hold_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
LegalHoldViewV1	RESULT	F57-23	VIEW_CONFIGURED_V1	hold_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
MaintenanceOccurrenceListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
MaintenanceOccurrencePageV1	RESULT	F57-21	PAGE_V1	maintenance_occurrence_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
MaintenancePlanAcceptedV1	RESULT	F57-21	ACCEPTED_V1	maintenance_plan_id	NONE	NONE	NONE
MaintenancePlanChangeRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	maintenance_plan_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MaintenancePlanCreateRequestV1	PAYLOAD	F57-21	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
MaintenancePlanGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	maintenance_plan_id	NONE	NONE	NONE
MaintenancePlanListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
MaintenancePlanPageV1	RESULT	F57-21	PAGE_V1	NONE	MaintenancePlanViewV1	NONE	NONE
MaintenancePlanPauseRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	maintenance_plan_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MaintenancePlanResumeRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	maintenance_plan_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MaintenancePlanTerminateRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	maintenance_plan_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MaintenancePlanViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	maintenance_plan_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ManualOrderAuthorityAcceptedV1	RESULT	F57-19	ACCEPTED_V1	manual_order_authority_id	NONE	NONE	NONE
ManualOrderAuthorityCreateRequestV1	PAYLOAD	F57-19	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
ManualOrderAuthorityDecisionRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	manual_order_authority_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MasterRecordAcceptedV1	RESULT	F57-19	ACCEPTED_V1	master_record_id	NONE	NONE	NONE
MasterRecordActivateRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	mdm_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MasterRecordChangeRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	mdm_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MasterRecordCreateRequestV1	PAYLOAD	F57-19	CREATE_CONFIGURED_V1	mdm_id	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
MasterRecordDeactivateRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	mdm_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MasterRecordDecisionRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	mdm_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MasterRecordGetQueryV1	PAYLOAD	F57-19	GET_BY_ID_V1	mdm_master_record_id	NONE	NONE	NONE
MasterRecordHistoryPageV1	RESULT	F57-19	PAGE_V1	master_record_history_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
MasterRecordHistoryQueryV1	PAYLOAD	F57-19	EXECUTE_QUERY_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
MasterRecordListQueryV1	PAYLOAD	F57-19	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
MasterRecordPageV1	RESULT	F57-19	PAGE_V1	NONE	MasterRecordViewV1	NONE	NONE
MasterRecordSubmitRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	mdm_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
MasterRecordViewV1	RESULT	F57-19	VIEW_CONFIGURED_V1	master_record_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
MetricBreakdownGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	metric_breakdown_id	NONE	NONE	NONE
MetricBreakdownViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	metric_breakdown_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
MetricDashboardGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	metric_dashboard_id	NONE	NONE	NONE
MetricDashboardViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	metric_dashboard_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
MetricEvidenceListQueryV1	PAYLOAD	F57-21	LIST_STATELESS_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
MetricEvidencePageV1	RESULT	F57-21	PAGE_STATELESS_CONFIGURED_V1	metric_evidence_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
MetricResultGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	metric_result_id	NONE	NONE	NONE
MetricResultViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	metric_result_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
NotificationListQueryV1	PAYLOAD	F57-18	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
NotificationPageV1	RESULT	F57-18	PAGE_V1	notification_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
ObjectiveChangedV1	RESULT	F57-16	CHANGED_V1	objective_id	NONE	NONE	NONE
OperatingAccountMappingPublishRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	operating_account_mapping_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OperatingLedgerAcceptedV1	RESULT	F57-20	ACCEPTED_V1	operating_ledger_id	NONE	NONE	NONE
OperatingPeriodGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	operating_period_id	NONE	NONE	NONE
OperatingPeriodListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
OperatingPeriodLockRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	operating_period_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OperatingPeriodPageV1	RESULT	F57-20	PAGE_V1	NONE	OperatingPeriodViewV1	NONE	NONE
OperatingPeriodViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	operating_period_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
OpportunityAcceptedV1	RESULT	F57-19	ACCEPTED_V1	opportunity_id	NONE	NONE	NONE
OpportunityAdvanceToCommercialRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityAdvanceToSolutionRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityCancelRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityChangeRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityCloseLostRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityCreateRequestV1	PAYLOAD	F57-19	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
OpportunityGetQueryV1	PAYLOAD	F57-19	GET_BY_ID_V1	opportunity_id	NONE	NONE	NONE
OpportunityListQueryV1	PAYLOAD	F57-19	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
OpportunityPageV1	RESULT	F57-19	PAGE_V1	NONE	OpportunityViewV1	NONE	NONE
OpportunityQualifyRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityReopenRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityReturnToQualifyingRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityReturnToSolutionRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
OpportunityTimelineQueryV1	PAYLOAD	F57-19	EXECUTE_QUERY_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
OpportunityTimelineViewV1	RESULT	F57-19	VIEW_CONFIGURED_V1	opportunity_timeline_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
OpportunityViewV1	RESULT	F57-19	VIEW_CONFIGURED_V1	opportunity_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
PackageChangedV1	RESULT	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	package_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ;package_manifest_digest:SHA256:REQ
PackageInstallRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	published_attachment_ref:PUBLISHED_ATTACHMENT_REF:REQ;package_sha256:SHA256:REQ
PackagePageV1	RESULT	F57-16	PAGE_V1	NONE	PackageViewV1	NONE	NONE
PackageRollbackRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	package_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;target_package_version:SEMVER:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
PackageTransitionRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	package_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
PackageUpgradeRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	package_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;published_attachment_ref:PUBLISHED_ATTACHMENT_REF:REQ;package_sha256:SHA256:REQ
PackageViewV1	RESULT	F57-16	VIEW_CONFIGURED_V1	package_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
PartUsageAcceptedV1	RESULT	F57-21	ACCEPTED_V1	part_usage_id	NONE	NONE	NONE
PartUsageCancelRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PartUsageListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
PartUsageMarkConsumedRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PartUsageMarkIssuedRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PartUsageMarkReservedRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PartUsageMarkReturnedRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PartUsageMarkScrappedRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PartUsagePageV1	RESULT	F57-21	PAGE_V1	part_usage_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
PartUsageRequestRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PartUsageSplitRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	part_usage_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PayableGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	payable_id	NONE	NONE	NONE
PayableListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
PayablePageV1	RESULT	F57-20	PAGE_V1	NONE	PayableViewV1	NONE	NONE
PayableViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	payable_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
PaymentAcceptedV1	RESULT	F57-20	ACCEPTED_V1	payment_id	NONE	NONE	NONE
PaymentAllocateRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	payment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PaymentCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
PaymentPostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	payment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PaymentRequestAcceptedV1	RESULT	F57-20	ACCEPTED_V1	payment_request_id	NONE	NONE	NONE
PaymentRequestChangeDraftRequestV1	PAYLOAD	F57-20	PATCH_CONFIGURED_V1	payment_request_id	NONE	CONFIGURED_PATCH_VALUES_V1	NONE
PaymentRequestCloseRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	payment_request_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PaymentRequestCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
PaymentRequestSubmitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	payment_request_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PaymentRequestVoidRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	payment_request_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PaymentRequestWithdrawRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	payment_request_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
